ID,Gender,Age,StudentId,Attendance,TestScore
5418,male,57,36 RA,0.73,63.36
5419,male,40,61 AD,0.66,66.97
5420,male,66,47 Ii,0.87,82.42
5421,female,42,82 fr,0.84,76.54
5422,male,79,97 xk,0.85,84.58
5423,female,54,67 bC,0.78,71.43
5424,male,65,59 Jq,0.61,43.75
5425,male,58,05 qZ,0.91,79.37
5426,female,29,00 ur,0.49,52.64
5427,female,37,81 RI,0.89,85.51
5428,male,67,76 xB,0.73,64.87
5429,female,44,37 Uc,0.76,67.71
5430,male,31,92 PI,0.81,57.3
5431,male,31,86 jc,0.46,27.14
5432,female,40,07 py,0.75,63.55
5433,female,83,35 GN,0.43,7.65
5434,male,25,12 mB,0.51,45.37
5435,male,79,31 Tn,0.8,87.51
5436,female,18,93 Ht,0.59,63.81
5437,male,29,42 OM,0.57,42.52
5438,male,57,67 aR,0.88,66.72
5439,female,64,45 Gr,0.54,48.83
5440,female,52,42 nA,0.7,77.51
5441,female,66,07 ye,0.98,75.05
5442,female,54,53 JL,0.82,63.71
5443,female,43,78 iM,0.7,62.3
5444,male,32,84 EV,0.87,72.44
5445,female,57,97 Vj,0.86,65.67
5446,female,48,02 Wx,0.78,76.6
5447,male,35,50 Yf,0.73,41.64
5448,female,39,53 GR,0.77,80.89
5449,male,34,13 yh,0.7,59.95
5450,male,44,61 cF,0.73,59.68
5451,male,48,77 Md,0.77,62.89
5452,female,63,95 rk,0.81,63.11
5453,female,51,94 IO,0.8,71.38
5454,female,73,30 wr,0.72,65.55
5455,female,35,91 bO,0.57,35.88
5456,female,58,73 qh,0.5,28.42
5457,male,78,82 UE,0.82,79.46
5458,male,53,61 jt,0.9,74.25
5459,female,52,34 VL,0.67,63.1
5460,male,43,88 xh,0.58,41.07
5461,female,45,13 kj,0.65,68.1
5462,male,69,81 kq,0.83,77.66
5463,male,58,57 lW,0.84,58.51
5464,female,39,41 Da,0.8,65.92
5465,female,51,01 Ms,0.92,92.89
5466,female,65,68 QH,0.91,97.62
5467,female,87,95 hZ,0.82,71.12
5468,male,49,39 IE,0.87,74.85
5469,male,36,90 eH,0.4,10.36
5470,female,85,61 sO,0.86,61.41
5471,male,54,36 Ko,0.84,65.52
5472,female,51,41 NX,0.73,70.18
5473,male,53,84 CV,0.62,63.93
5474,female,55,96 HG,0.8,62.3
5475,female,31,12 ox,0.63,42.61
5476,male,44,85 Ab,0.59,32.39
5477,female,43,11 uH,0.77,72.48
5478,male,50,69 qf,0.78,58.54
5479,female,55,45 HC,0.83,74.52
5480,male,64,45 nN,0.86,77.76
5481,male,35,92 vF,0.7,61.43
5482,male,53,29 YY,0.68,43.73
5483,male,51,09 Dk,0.67,48.39
5484,male,11,21 Tw,0.48,50.34
5485,male,51,07 ck,0.72,51.32
5486,male,32,05 Cc,0.77,73.96
5487,female,40,06 tu,0.92,85.79
5488,female,62,30 Wv,0.68,54.19
5489,female,25,02 nu,0.66,63.36
5490,male,44,51 Ol,0.8,61.4
5491,female,58,32 ua,0.87,81.61
5492,male,62,32 eX,0.82,67.16
5493,female,65,90 us,0.45,37.23
5494,female,27,66 Kv,0.84,65.24
5495,female,31,48 ZP,0.61,48.88
5496,female,46,91 Di,0.76,67.11
5497,male,21,69 hQ,0.78,57.92
5498,male,44,68 uF,0.66,48.48
5499,female,54,08 sF,0.76,66.58
5500,female,49,25 Qz,0.57,51.96
5501,male,86,04 rQ,0.97,79.91
5503,female,59,00 pX,0.72,74.76
5504,male,56,77 jF,0.81,76.35
5505,male,45,25 jN,0.86,57.51
5506,female,41,10 FP,0.72,62.07
5507,female,41,17 FM,0.68,71.87
5508,male,62,51 ek,0.57,60.81
5509,female,29,01 Ag,0.91,80.92
5510,female,37,29 kK,0.8,59.37
5511,female,50,50 ub,0.77,75.75
5512,male,37,52 NZ,0.79,68.11
5513,male,84,31 Lm,0.73,55.03
5514,male,48,74 Rk,0.58,26.32
5515,female,50,89 hQ,0.86,82.98
5516,male,46,39 OV,0.75,69.41
5517,female,50,76 Ch,0.89,88.34
5518,female,42,86 jk,0.75,64.79
5519,male,66,95 kW,0.8,83.34
5520,female,67,05 WE,0.86,82.8
5521,female,41,05 ao,0.89,85.83
5522,female,68,96 ER,0.9,66.52
5523,male,28,71 MA,0.66,61.31
5524,female,28,14 fU,0.95,84.56
5525,female,41,52 tA,0.59,51.11
5526,male,51,11 BF,0.8,77.07
5527,male,59,18 Ry,0.76,57.83
5528,female,62,13 yC,0.76,70.46
5529,male,42,33 MT,0.71,64.59
5530,female,53,70 ge,0.65,68.75
5531,female,26,01 rx,0.86,91.27
5532,female,50,66 OI,0.47,27
5533,female,91,04 XR,0.91,75
5534,female,74,43 Fw,0.64,63.43
5535,female,44,37 Ea,0.59,56.54
5536,female,61,16 UC,0.54,61.95
5537,male,55,22 iQ,0.46,37.33
5538,male,52,88 JC,0.59,54.01
5539,male,56,00 KY,0.38,16.92
5540,female,60,46 wo,0.64,36.19
5541,female,48,73 ES,0.86,69.13
5542,male,43,68 nA,0.88,88.74
5543,female,63,88 EU,0.58,43.16
5544,female,49,17 es,0.92,79.09
5545,female,35,41 aX,0.61,58.62
5546,male,80,73 rc,0.85,81.59
5547,male,39,91 Ti,0.76,69.17
5548,female,64,66 TA,0.9,66.68
5549,female,58,30 lY,0.76,51.56
5550,male,27,65 LH,0.67,57.13
5551,male,54,90 Xg,0.92,87.57
5552,female,46,22 Pi,0.95,69.63
5553,female,38,51 iu,0.64,62.46
5554,male,28,75 cn,0.77,74.51
5555,male,59,78 AE,0.69,43.35
5556,female,56,41 mK,0.59,30.19
5558,male,41,38 XL,0.78,84.95
5559,male,67,77 gb,0.59,57.41
5560,female,68,30 Qs,0.78,68.16
5561,male,41,83 AW,0.46,45.25
5562,male,36,66 Dc,0.97,84.75
5563,male,60,44 XN,0.82,65.57
5564,male,51,04 Nf,0.54,44.16
5565,female,42,64 At,0.45,49.92
5566,male,35,79 Be,0.46,18.94
5567,female,51,80 wC,0.8,81.55
5568,female,21,11 Dt,0.82,60.05
5569,male,48,18 kL,0.45,22.18
5570,male,11,02 SR,0.63,48.79
5571,male,54,74 ic,0.71,47.4
5572,male,31,94 LK,0.79,66.77
5573,female,21,23 df,0.68,53.21
5574,male,63,96 TJ,0.35,14.6
5575,female,46,64 Mk,0.73,95
5576,female,58,04 JH,0.9,71.23
5577,male,16,45 HB,0.77,58.47
5578,female,20,95 qF,0.91,77.73
5579,female,50,98 AP,0.76,64.68
5580,male,36,76 fA,0.55,49.13
5581,male,51,35 EW,0.93,90.72
5582,male,44,62 tl,0.55,38.14
5583,male,75,75 Ku,0.47,32.54
5584,female,48,61 Qc,0.96,89.72
5585,female,60,47 jX,0.95,77.62
5586,female,55,28 EV,0.63,55.97
5587,female,53,87 ih,0.35,33
5588,female,36,04 VZ,0.84,86.75
5589,male,42,26 rP,0.57,42.47
5590,female,16,55 Gh,0.82,64.23
5591,male,54,92 yt,0.96,75.41
5592,male,50,78 Qm,0.91,85.77
5593,male,61,98 ID,0.56,53.19
5594,female,66,03 QW,0.89,79.42
5595,male,37,55 Tn,0.61,30.79
5596,male,89,87 lS,0.84,68.9
5597,female,65,75 HM,0.84,95.9
5598,male,54,40 gp,0.83,93.52
5599,female,43,30 Wi,0.86,63.87
5600,female,52,62 qr,0.89,69.4
5601,female,63,84 QT,0.87,77.83
5602,male,50,45 II,0.79,77.66
5603,female,47,02 MO,0.89,84.29
5604,female,32,33 TJ,0.75,64.11
5605,female,38,32 ts,0.96,98.22
5606,male,41,48 mo,0.68,36.59
5607,female,46,29 fe,0.92,66.09
5608,male,56,92 hp,0.71,47.93
5609,female,54,55 uE,0.59,44.9
5610,male,28,68 Lb,0.93,69.87
5611,female,67,97 QH,0.89,70.82
5612,male,33,71 TD,0.66,61.63
5613,male,65,18 wu,0.83,76.6
5614,male,59,51 Hl,0.92,94.6
5615,female,52,04 Fj,0.92,63.17
5616,female,42,27 vy,0.93,80.33
5617,male,47,23 OK,0.59,36.73
5618,male,57,36 Sr,0.46,41.38
5619,female,92,20 fX,0.53,42.41
5620,male,53,67 FU,0.96,92.52
5621,female,56,59 iq,0.55,41.66
5622,female,56,39 AG,0.72,73.25
5623,male,40,58 TH,0.8,74.31
5624,male,66,66 nD,0.49,50.91
5625,female,59,01 ge,0.77,82.5
5626,male,45,47 Ne,0.88,89.77
5627,male,98,48 fR,0.65,63.6
5628,male,75,03 Fq,0.46,43.89
5629,female,24,02 bJ,0.71,68.92
5630,male,79,55 KW,0.74,43.71
5631,female,64,11 Qu,0.87,74.33
5632,male,35,99 qW,0.76,71.35
5633,male,51,27 LN,0.67,46.93
5634,male,72,36 RI,0.85,86.78
5635,female,57,51 bh,0.94,74.75
5636,female,63,10 ZS,0.46,52.42
5637,female,44,68 wB,0.51,39.45
5638,male,55,48 gG,0.36,27.62
5639,female,66,51 qv,0.68,63.59
5640,male,92,06 XR,0.78,64.46
5641,male,28,63 fV,0.83,76.18
5642,male,32,62 ru,0.57,45.19
5643,female,61,29 uN,0.44,24.18
5644,female,68,48 Hs,0.61,63.55
5645,male,30,86 Td,0.67,33.48
5646,female,45,74 Af,0.79,57.18
5647,female,65,66 cW,0.72,60.05
5648,male,48,63 Ws,0.79,66.42
5649,male,56,14 NR,0.75,55.11
5650,female,58,04 tn,0.83,88.66
5651,female,57,57 ez,0.53,53.17
5652,female,81,52 uT,0.8,68.43
5653,male,70,93 py,0.83,59.86
5654,female,61,22 xp,0.59,55.58
5655,female,59,33 rw,0.83,68.75
5656,female,50,89 Jb,0.73,59.95
5657,male,51,80 fV,0.34,34.38
5658,female,71,74 cP,0.72,54.04
5659,male,48,81 wh,0.92,73.3
5660,male,44,97 zB,0.45,56.43
5661,female,41,23 Ui,0.79,73.72
5662,female,28,70 id,0.73,70.06
5663,female,64,79 pF,0.8,40.45
5664,female,53,45 QB,0.66,44.88
5665,male,47,42 jJ,0.66,66.16
5666,female,52,53 vN,0.83,85.99
5667,male,46,93 Wg,0.74,99.14
5668,male,13,33 py,0.79,89.27
5669,female,53,08 GJ,0.89,76.92
5670,female,58,72 nO,0.76,61.17
5671,female,54,79 Jd,0.92,75.3
5672,female,30,60 Ts,0.41,28.43
5673,male,37,59 sq,0.85,74.85
5674,male,57,68 gD,0.93,92.78
5675,male,35,10 Ja,0.84,72.37
5676,female,48,95 Fj,0.9,80.31
5677,male,35,51 OD,0.8,67.58
5678,male,47,60 fb,0.34,39.7
5679,male,36,54 bv,0.34,19.5
5680,male,83,78 kz,0.35,25.76
5681,female,37,01 ps,0.74,61.36
5682,female,76,78 wW,0.77,69.04
5683,female,88,02 kG,0.64,52.67
5684,male,44,24 RH,0.59,48.22
5685,female,88,45 Oz,0.61,44.78
5686,female,54,04 OB,0.87,73.36
5687,male,46,83 Zi,0.88,76.89
5688,male,59,78 JC,0.76,61.67
5689,female,33,23 LP,0.72,51.31
5690,female,36,09 xp,0.79,52.28
5691,male,30,79 Ur,0.7,67.17
5692,female,52,40 we,0.52,30.78
5693,female,55,52 jJ,0.63,54.12
5694,male,55,33 FO,0.8,67.01
5695,female,55,25 df,0.74,64.04
5696,male,54,67 Dt,0.95,78.89
5697,female,36,61 ke,0.77,59.9
5698,male,41,75 vk,0.87,66.53
5699,female,63,34 cl,0.84,61.07
5700,male,41,08 iD,0.72,76.07
5701,female,54,28 Ji,0.93,78.29
5702,male,38,05 kB,0.65,42.54
5703,male,50,30 Bw,0.74,71.42
5704,female,49,70 Zf,0.56,51.54
5705,female,35,73 QU,0.92,88.65
5706,female,44,40 XP,0.67,49.51
5707,male,35,33 pf,0.75,60.99
5708,male,51,20 gT,0.57,51.05
5709,male,69,40 Fs,0.32,13.83
5710,male,66,30 Tz,0.78,63.03
5711,male,40,67 mq,0.87,66.72
5712,male,61,45 CL,0.73,81.56
5713,female,50,19 Jp,0.88,73.58
5714,male,33,60 ek,0.33,31.7
5715,male,39,55 OS,0.71,54.33
5716,female,52,37 xV,0.92,87.67
5717,male,30,63 ln,0.51,54.44
5718,female,49,79 mm,0.84,54.73
5719,male,40,06 Wy,0.72,62.25
5720,male,41,24 MZ,0.42,30.52
5721,male,65,02 DF,0.83,78.67
5722,male,48,99 Nk,0.78,57.57
5723,male,52,56 PC,0.87,72.19
5724,male,62,91 ZA,0.71,71.58
5725,male,31,15 WF,0.7,60.37
5726,female,16,48 TP,0.82,73.09
5727,female,72,74 SO,0.8,70.58
5728,male,37,09 xp,0.58,33.91
5729,female,36,65 bP,0.71,60.47
5730,male,42,37 HY,0.9,65.52
5731,female,41,41 ym,0.75,72.24
5732,male,24,80 wm,0.72,70.03
5733,male,42,77 oV,0.49,43.6
5734,male,39,59 KG,0.55,18.59
5735,male,63,19 Vm,0.75,77.2
5736,female,61,83 XE,0.87,52.55
5737,female,15,54 Cl,0.82,76.93
5738,male,54,87 HM,0.76,59.79
5739,male,84,58 lJ,0.75,71.09
5740,female,48,46 xa,0.73,58.28
5741,female,73,43 tB,0.76,52.94
5742,male,65,65 mz,0.72,72.01
5743,male,38,88 uB,0.83,62.54
5744,male,44,51 IS,0.83,40.99
5745,male,48,43 yT,0.96,81.32
5746,female,53,75 un,0.84,76.07
5747,female,56,50 kb,0.82,64.98
5748,female,36,62 iZ,0.7,68.38
5749,male,43,90 nB,0.63,59.13
5750,female,32,68 EN,0.48,49.77
5751,male,60,24 nk,0.77,86.29
5752,male,41,84 sy,0.81,68.72
5753,female,24,73 Ip,0.83,73.96
5754,female,46,41 Mr,0.91,86.71
5755,male,26,28 Wg,0.66,52.97
5756,male,36,02 MJ,0.72,53.48
5757,female,68,90 pJ,0.84,69.41
5758,female,43,19 Ie,0.51,31.26
5759,male,22,79 AO,0.77,78.32
5760,female,39,52 Wk,0.59,32.97
5761,female,62,87 jA,0.88,93.7
5762,female,43,56 MC,0.8,67.55
5763,female,41,65 YD,0.74,62.78
5764,male,60,47 eS,0.88,50.64
5765,male,55,33 lT,0.87,79.88
5766,female,50,79 se,0.8,70.16
5767,male,51,33 AX,0.83,74.95
5768,male,61,30 Sx,0.59,45.36
5769,female,59,70 SF,0.69,61.74
5770,male,57,95 bi,0.85,80.02
5771,female,73,42 wc,0.8,65.55
5772,female,39,56 Ch,0.8,78.89
5773,male,41,54 BN,0.74,54.78
5774,male,62,36 Tt,0.44,17
5775,female,44,07 KI,0.83,77.05
5776,male,53,99 yn,0.58,31.81
5777,female,31,19 SR,0.56,41.76
5778,male,29,32 ZQ,0.82,73.19
5779,female,47,29 ny,0.76,61.13
5780,male,94,69 OF,0.59,62.99
5781,male,61,86 PX,0.8,68.16
5782,male,46,87 SU,0.75,64.19
5783,female,40,93 Ve,0.95,82.24
5784,female,37,70 wb,0.89,83.7
5785,male,47,74 bC,0.47,46.63
5786,male,56,96 Sr,0.29,14.91
5787,male,60,01 xT,0.82,62.45
5788,male,45,17 MQ,0.82,82.86
5789,male,34,19 oC,0.73,56.8
5790,male,22,69 Zn,0.36,8.1
5791,male,39,30 gy,0.69,63.37
5792,male,38,64 zg,0.63,57.17
5793,female,54,32 Td,0.58,50.65
5794,female,75,95 WZ,0.77,54.87
5795,female,40,66 Mk,0.75,72.3
5796,female,80,08 KJ,0.68,69.25
5797,male,58,85 zW,0.65,41.81
5799,male,58,37 zz,0.35,20.67
5800,male,38,73 qU,0.92,83.19
5801,male,38,91 of,0.73,68.11
5802,male,32,01 Ta,0.55,45.2
5803,female,38,66 ol,0.71,84.22
5804,female,59,77 TW,0.84,82.7
5805,female,49,65 ZX,0.59,43.33
5806,female,65,22 hB,0.95,80.75
5807,female,42,47 Jg,0.82,78.76
5808,male,50,60 Ds,0.79,76.53
5809,male,41,58 cC,0.55,44.92
5810,male,14,63 Ho,0.75,64.86
5811,female,58,48 kM,0.67,56.37
5812,female,45,60 kd,0.83,87.37
5813,female,61,43 Et,0.79,68.86
5814,male,47,43 Il,0.79,76.8
5815,male,30,87 zA,0.74,61.32
5816,female,60,39 qL,0.54,35.79
5817,male,86,55 uE,0.39,31.08
5818,female,56,37 qv,0.83,75.99
5819,female,50,64 WE,0.75,51.01
5820,female,60,42 kd,0.65,70.06
5821,male,28,85 Qq,0.77,83.35
5822,female,50,55 MU,0.98,87.85
5823,female,36,87 Fw,0.75,63.5
5824,male,52,12 ok,0.49,40.22
5825,male,39,43 oe,0.68,57.67
5826,female,83,44 Kg,0.95,79.32
5827,female,59,89 wS,0.97,79.35
5828,female,38,30 pm,0.84,75.02
5829,female,57,66 IB,0.84,73.97
5830,female,84,43 tJ,0.89,65.97
5831,male,65,04 MF,0.86,87.97
5832,female,48,88 dT,0.92,78.44
5833,female,45,58 NA,0.65,47.34
5834,female,37,09 Qt,0.73,69.1
5835,female,69,40 PM,0.86,76.36
5836,male,51,29 Um,0.72,66.97
5837,female,64,97 sr,0.72,57.07
5838,male,44,20 rW,0.83,76.27
5839,female,48,96 Zf,0.61,59.67
5840,female,62,90 mt,0.85,88.16
5841,female,65,55 Yp,0.77,67.98
5842,female,28,82 LH,0.64,55.42
5843,male,56,33 bq,0.54,37.32
5844,male,32,93 qw,0.82,82.03
5845,male,33,68 wv,0.65,60.65
5846,male,27,89 dw,0.78,64.78
5847,male,39,21 wl,0.86,77.88
5848,male,56,09 Wn,0.38,23.64
5849,male,50,72 AG,0.65,53.03
5850,male,28,71 Mi,0.83,66.18
5851,male,61,52 YM,0.48,42.78
5852,male,39,67 TW,0.71,58.84
5853,male,24,18 Ng,0.74,67.68
5854,male,51,29 LT,0.82,64.75
5855,male,71,95 bO,0.42,39.84
5856,male,45,82 XW,0.79,73.55
5857,male,68,69 Oc,0.85,74.91
5858,male,61,51 XY,0.73,70.87
5859,male,56,32 ei,0.97,79.53
5860,male,65,23 kY,0.9,73.75
5861,female,29,00 pb,0.7,71.82
5862,female,43,99 pE,0.89,82.12
5863,female,23,05 TH,0.77,85.1
5864,male,53,67 TO,0.79,62.5
5865,male,44,65 zB,0.88,80.75
5866,female,62,39 Ya,0.85,69.28
5867,male,57,69 qn,0.73,57.07
5868,male,56,23 HE,0.91,84.86
5869,female,53,94 QB,0.68,73.19
5870,female,44,57 zM,0.43,32.91
5871,male,41,04 tX,0.59,57.18
5872,male,51,83 Dk,0.82,84.52
5873,female,30,15 QG,0.86,82.76
5874,male,47,21 Dp,0.54,43.87
5875,female,52,33 PJ,0.7,60.25
5876,male,68,42 ZX,0.75,72.08
5877,female,46,48 GM,0.83,89.26
5878,female,26,04 Nf,0.76,58.61
5879,female,45,78 yd,0.71,61.93
5880,male,29,73 Kw,0.97,77.34
5881,male,46,81 ml,0.8,73.41
5882,male,52,28 ZD,0.71,67.66
5883,male,61,64 UW,0.72,68.09
5884,female,58,72 gJ,0.52,45.65
5885,male,58,13 lZ,0.85,78.82
5886,male,60,60 As,0.5,18.63
5887,male,42,87 DH,0.76,75.99
5888,female,36,81 Xd,0.86,81.27
5889,male,50,98 km,0.67,52.79
5890,male,75,60 OG,0.67,58.54
5891,male,49,79 uf,0.7,42.07
5892,female,67,66 dh,0.71,49.65
5893,female,35,91 Td,0.91,66.3
5894,female,40,46 MM,0.82,55.54
5895,male,50,31 LS,0.69,59.12
5896,female,30,34 Og,0.94,73.67
5897,male,69,77 hV,0.75,48.03
5898,female,60,97 vP,0.83,40.95
5899,female,66,94 Ke,0.79,54.8
5900,male,23,25 vq,0.86,69.21
5901,female,46,91 EF,0.78,87.29
5902,male,54,65 rW,0.46,40.69
5903,female,37,39 qF,0.88,62.92
5904,male,60,65 yk,0.85,56.49
5905,female,36,91 ON,0.37,31.87
5906,female,76,86 EC,0.89,81.24
5907,female,35,79 wI,0.86,80.41
5908,male,47,48 BW,0.77,50.21
5909,female,70,82 Oe,0.82,78.84
5910,female,64,70 BD,0.87,74.81
5911,male,35,15 Dl,0.8,66.32
5912,female,63,30 HQ,0.79,68.79
5913,female,10,53 zD,0.83,67.83
5914,female,37,97 Pf,0.96,75.77
5915,male,53,14 WI,0.94,77.27
5916,female,49,25 ZJ,0.79,71.44
5917,female,36,36 fU,0.44,38.63
5918,female,41,05 Og,0.52,58.64
5919,male,40,08 li,0.75,46.99
5920,male,27,06 If,0.76,65.9
5921,female,87,59 WO,0.63,46.45
5922,male,40,91 vz,0.57,40.78
5923,female,47,15 jR,0.59,40.75
5924,female,49,93 ia,0.95,87.19
5925,female,48,13 NO,0.78,73.75
5926,female,69,75 gV,0.86,67.9
5927,female,49,27 uk,0.61,52.77
5928,female,70,65 uy,0.8,73.64
5929,male,39,27 UV,0.75,62.31
5930,female,24,09 dV,0.64,37.99
5931,female,60,28 Qc,0.89,56.04
5932,male,60,32 VQ,0.72,85.34
5933,male,22,58 IS,0.85,97.57
5934,female,68,35 JJ,0.6,60.95
5935,male,47,68 XL,0.87,52.46
5936,male,46,74 JQ,0.8,72.38
5937,female,27,94 jN,0.67,56.62
5938,female,43,23 mH,0.85,77.3
5939,male,32,01 Wb,0.7,63.13
5940,female,56,03 Vi,0.76,56.22
5941,female,44,45 Nu,0.86,79.65
5942,female,39,30 wK,0.84,81.78
5943,male,59,97 DC,0.87,80.44
5944,male,41,44 YQ,0.7,64.32
5945,female,43,29 dU,0.93,75.64
5946,male,44,53 fA,0.64,60.88
5947,female,65,46 ra,0.58,55.15
5948,male,42,51 Qp,0.64,54.28
5949,male,35,44 yl,0.86,55.38
5950,female,46,44 ex,0.58,59.35
5951,male,70,85 Ke,0.42,33.8
5952,female,64,48 eQ,0.72,45.13
5953,male,63,46 Cn,0.95,68.16
5954,male,44,54 cT,0.39,19.42
5955,male,43,57 yf,0.87,80.81
5956,male,23,07 SW,0.39,18.25
5957,male,72,23 mw,0.66,50.34
5958,female,43,30 qL,0.55,27.61
5959,male,77,92 uZ,0.68,70.17
5960,male,46,47 RM,0.69,67.25
5961,female,41,96 Az,0.59,48.01
5962,male,45,00 Dn,0.7,59.74
5963,female,25,55 zA,0.49,33.95
5964,male,45,30 bP,0.81,75.04
5965,male,62,16 Hz,0.67,63.21
5966,female,51,72 CE,0.68,57.42
5967,male,68,66 Vi,0.65,50.05
5968,male,58,95 Vr,0.35,43.54
5969,female,48,66 xm,0.73,69.24
5970,male,35,33 xl,0.67,65.15
5971,male,54,55 LR,0.71,80.24
5972,female,44,44 PF,0.62,47.72
5973,female,40,04 DH,0.76,46.28
5974,female,71,73 Sz,0.9,85.71
5975,female,51,92 Bg,0.94,89.26
5976,male,50,22 PG,0.88,82.34
5977,male,31,75 Ta,0.64,48.58
5979,male,51,43 Gm,0.71,51.97
5980,male,81,34 Cd,0.75,77.17
5981,female,51,87 qK,0.61,29.57
5982,male,55,51 kB,0.75,50.82
5983,male,36,14 pA,0.76,63.62
5984,female,51,71 oZ,0.98,79.54
5985,female,53,99 Lm,0.83,64.51
5986,male,66,13 xt,0.61,56.75
5987,male,37,88 Pc,0.69,65.53
5988,female,55,48 xH,0.89,83.49
5989,female,48,33 uo,0.7,67.07
5990,female,62,78 bZ,0.4,39.81
5991,male,66,08 iW,0.86,84.16
5992,male,23,69 WI,0.89,79.83
5993,female,40,07 Iq,0.59,48.25
5994,male,60,82 xG,0.88,77.29
5995,female,54,08 eL,0.53,52.32
5996,female,59,70 Cm,0.88,79.13
5997,female,43,27 uf,0.67,41.82
5998,male,23,41 bC,0.68,76.29
5999,female,25,79 WD,0.74,63.77
6000,male,53,34 tf,0.57,39.14
6001,female,53,26 ru,0.62,62.29
6002,female,74,54 kb,0.71,61.79
6003,male,29,05 GR,0.69,41.02
6004,male,32,18 Qg,0.71,52.68
6005,male,46,51 hA,0.79,43.87
6006,female,54,07 wD,0.4,30.5
6007,male,50,97 HF,0.54,41.65
6008,female,25,57 dL,0.69,38.04
6009,male,61,92 qY,0.83,76.77
6010,male,15,86 vj,0.53,49.02
6011,male,49,49 RS,0.77,74.99
6013,female,49,58 dO,0.52,31.85
6014,male,50,61 lN,0.66,67.07
6015,male,43,57 IQ,0.68,62.9
6016,female,29,94 ua,0.78,68.7
6017,female,61,83 qn,0.56,25.51
6018,female,22,02 Wt,0.77,75.07
6019,male,68,57 AY,0.9,83.45
6020,male,38,87 XE,0.73,54.73
6021,female,67,80 de,0.61,46.56
6022,female,51,17 Yu,0.8,69.43
6023,female,39,85 MQ,0.93,94.31
6024,female,67,88 PX,0.41,37.04
6025,male,61,05 Wh,0.92,78.71
6026,male,58,62 fO,0.94,95.87
6027,female,45,01 Ww,0.67,49.14
6028,male,50,24 fa,0.74,62.18
6029,male,45,52 mZ,0.58,53.9
6030,male,82,51 aR,0.68,28.9
6031,male,69,68 oP,0.73,53.13
6032,female,34,25 LT,0.71,60.11
6033,female,65,40 vz,0.93,93.28
6034,female,35,59 vj,0.34,29.38
6035,female,61,29 Hr,0.8,68.72
6036,male,23,02 Ut,0.93,91.2
6037,female,68,16 UM,0.57,35.34
6038,female,78,02 PS,0.73,75.36
6039,female,33,49 uM,0.72,45.53
6040,male,38,83 JU,0.95,65.21
6041,male,50,24 ht,0.84,61.96
6042,female,66,95 jY,0.85,86.36
6043,female,48,54 Uo,0.69,66.58
6044,female,44,51 Lg,0.78,67.81
6045,female,47,85 HS,0.68,73.5
6046,male,46,49 wY,0.6,67.55
6047,male,40,62 gh,0.57,46.82
6048,female,61,25 Kw,0.92,95.67
6049,female,40,34 aT,0.55,49.29
6050,female,42,38 Ys,0.8,65.04
6051,male,83,90 pn,0.74,51.06
6052,male,32,48 OO,0.83,59.78
6053,male,44,96 cy,0.89,85.6
6054,male,57,51 wN,0.62,54.37
6055,male,17,24 cJ,0.67,65.98
6056,male,47,02 mU,0.97,87.02
6057,female,26,40 nQ,0.96,82.87
6058,male,69,60 mR,0.79,75.53
6059,male,30,23 OE,0.59,50.1
6060,female,42,17 Nn,0.78,66.59
6061,female,28,02 Qo,0.72,88.95
6062,male,29,80 bI,0.68,82.04
6063,male,25,52 YB,0.96,89.86
6064,male,60,77 ZQ,0.65,72.77
6065,male,65,04 JW,0.72,72
6066,male,54,48 pi,0.49,34.79
6067,male,21,97 yd,0.49,41.68
6068,male,53,94 hi,0.78,82.24
6069,female,44,54 hA,0.86,76.28
6070,female,42,25 Ny,0.9,69.95
6071,male,68,15 sp,0.87,86.77
6072,male,42,64 gp,0.82,77.72
6073,male,37,05 CN,0.7,62.65
6074,female,61,21 YQ,0.92,88.34
6075,male,36,90 zX,0.82,80.77
6076,female,30,53 xy,0.62,52.85
6077,male,52,67 aV,0.69,57.11
6078,male,60,25 dc,0.94,80.53
6079,female,38,64 AC,0.81,69.56
6080,female,55,10 Jo,0.95,94.01
6081,female,56,21 Au,0.76,51.11
6082,female,72,09 Wo,0.87,76.04
6083,male,57,65 ar,0.54,50.25
6084,female,64,05 jo,0.67,52.6
6085,female,56,71 FL,0.79,76.19
6086,male,60,35 uc,0.94,97.08
6087,female,37,92 lN,0.64,64.05
6088,male,39,84 TE,0.67,43.77
6089,female,55,25 Fl,0.49,61.79
6090,female,56,44 ti,0.77,77.29
6091,male,47,90 iE,0.86,64.8
6092,male,49,72 xe,0.67,56.34
6093,female,57,29 YH,0.83,75.23
6094,female,36,95 cD,0.65,53.69
6095,female,76,85 Sv,0.58,46.44
6096,male,74,43 eA,0.82,72.16
6097,female,50,89 Js,0.65,66.35
6098,male,70,14 ZW,0.58,58.44
6099,female,37,22 XP,0.55,44.01
6100,male,39,34 Pl,0.72,61.5
6101,male,64,84 tE,0.58,54.75
6102,female,49,73 gJ,0.79,58.3
6103,female,46,28 YR,0.72,66.52
6104,female,45,69 nU,0.86,82.87
6105,male,68,46 hC,0.65,50.82
6106,female,51,53 tM,0.86,74.36
6107,male,86,56 pi,0.54,55.81
6108,male,56,66 To,0.76,87.68
6109,female,52,78 Yh,0.72,56.36
6110,male,38,28 Lt,0.75,81.89
6111,male,73,18 eQ,0.73,66.99
6112,female,41,05 PA,0.94,85.9
